"","ESD.CODE","STATE","PHASE","PHASE.NAME","FUNCTIONAL","SYMBOL","Lower","Upper","YMBOL"
"3096","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","CEMA2","0","20","CEMA2"
"3097","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ERNA10","0","13","ERNA10"
"3098","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","CEIN7","0","13","CEIN7"
"3099","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","PUST","0","13","PUST"
"3100","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","SHRO","0","13","SHRO"
"3101","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","BRICK","0","10","BRICK"
"3102","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","SYLO","0","8","SYLO"
"3103","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","TECA2","0","5","TECA2"
"3104","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","MAFR3","0","5","MAFR3"
"3105","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","EPTO","0","4","EPTO"
"3106","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","YUAN2","0","3","YUAN2"
"3107","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","CHFE3","0","3","CHFE3"
"3108","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ATCA2","0","1","ATCA2"
"3109","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","SCWH","0","1","SCWH"
"3110","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","OPPO","0","1","OPPO"
"3111","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","LESAS","0","50","LESAS"
"3112","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ACHY","0","50","ACHY"
"3113","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","BRTE","1","50","BRTE"
"3114","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PLJA","5","20","PLJA"
"3115","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","AG","0","20","2GA"
"3116","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PG","0","20","2GP"
"3117","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ELTR7","0","20","ELTR7"
"3118","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","HENE5","0","13","HENE5"
"3119","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ACSP12","0","8","ACSP12"
"3120","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ARPU9","0","5","ARPU9"
"3121","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","POA","0","5","POA"
"3122","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PEPU7","0","24","PEPU7"
"3123","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","RUTR2","0","13","RUTR2"
"3124","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","STPI","0","13","STPI"
"3125","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PHNE5","0","8","PHNE5"
"3126","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","LEMOJ","0","8","LEMOJ"
"3127","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PAMU11","0","8","PAMU11"
"3128","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ERIN4","0","4","ERIN4"
"3129","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","CRFL5","0","3","CRFL5"
"3130","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","DELPH","0","3","DELPH"
"3131","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","DRCU","0","2","DRCU"
"3132","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PENST","0","2","PENST"
"3133","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PRIMU","0","2","PRIMU"
"3134","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","STAR10","0","2","STAR10"
"3135","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","STLO4","0","1","STLO4"
"3136","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ASMO7","0","1","ASMO7"
"3137","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","COWR2","0","1","COWR2"
"3138","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ERWE","0","1","ERWE"
"3139","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","GILIA","0","1","GILIA"
"3140","R035XY263UT","POTENTIAL",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","GRFA","0","1","GRFA"
"3141","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ACHY","5","15","ACHY"
"3142","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","PLJA","0","8","PLJA"
"3143","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ACSP12","0","30","ACSP12"
"3144","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","HECOC8","0","20","HECOC8"
"3145","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ARPU9","0","15","ARPU9"
"3146","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","PG","0","10","2GP"
"3147","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","VUOC","0","10","VUOC"
"3148","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","POSE","0","2","POSE"
"3149","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","SPCR","0","2","SPCR"
"3150","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","BOCU","0","2","BOCU"
"3151","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","DAPU7","0","2","DAPU7"
"3152","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ATCO","30","90","ATCO"
"3153","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ATRIP","0","15","ATRIP"
"3154","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","EPTO","0","15","EPTO"
"3155","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","GUSA2","5","15","GUSA2"
"3156","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ERCO14","0","10","ERCO14"
"3157","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ERNA10","0","5","ERNA10"
"3158","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","EPVI","0","5","EPVI"
"3159","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","OPPO","0","5","OPPO"
"3160","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","RHUS","0","5","RHUS"
"3161","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","SCWH","0","5","SCWH"
"3162","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","YUAN2","0","5","YUAN2"
"3163","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","BRICK","0","5","BRICK"
"3164","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ARBI3","0","5","ARBI3"
"3165","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERCL2","0","30","ERCL2"
"3166","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","AF","0","10","2FA"
"3167","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","PF","0","10","2FP"
"3168","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","STPI","0","10","STPI"
"3169","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","XYLOR","0","5","XYLOR"
"3170","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERIN4","0","5","ERIN4"
"3171","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","MENTZ","0","5","MENTZ"
"3172","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","CHRE3","0","2","CHRE3"
"3173","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","CRYPT","0","2","CRYPT"
"3174","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERIOG","0","1","ERIOG"
"3175","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","GILIA","0","1","GILIA"
"3176","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","HEVI4","0","1","HEVI4"
"3177","R035XY146UT","REFERENCE",1.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","MACA2","0","1","MACA2"
"3178","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","PLJA","0","8","PLJA"
"3179","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ACHY","0","3","ACHY"
"3180","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","PG","0","5","2GP"
"3181","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","HECOC8","0","4","HECOC8"
"3182","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","POSE","0","4","POSE"
"3183","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ACSP12","0","3","ACSP12"
"3184","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","VUOC","0","2","VUOC"
"3185","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","SPCR","0","1","SPCR"
"3186","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","ARPU9","0","1","ARPU9"
"3187","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","BOCU","0","1","BOCU"
"3188","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","GRASS","DAPU7","0","1","DAPU7"
"3189","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ATCO","30","96","ATCO"
"3190","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","GUSA2","0","40","GUSA2"
"3191","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ATRIP","0","16","ATRIP"
"3192","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","EPTO","3","7","EPTO"
"3193","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ARBI3","0","6","ARBI3"
"3194","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","EPVI","0","5","EPVI"
"3195","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","BRICK","0","4","BRICK"
"3196","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","ERNA10","0","1","ERNA10"
"3197","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","OPPO","0","1","OPPO"
"3198","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","SCWH","0","1","SCWH"
"3199","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","SHRUB","YUAN2","0","1","YUAN2"
"3200","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERIN4","0","8","ERIN4"
"3201","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","AF","0","5","2FA"
"3202","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","PF","0","5","2FP"
"3203","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERCL2","0","5","ERCL2"
"3204","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","STPI","0","5","STPI"
"3205","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","XYLOR","0","4","XYLOR"
"3206","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","MENTZ","0","3","MENTZ"
"3207","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","CHRE3","0","3","CHRE3"
"3208","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","CRYPT","0","2","CRYPT"
"3209","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","DESCU","0","2","DESCU"
"3210","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","ERIOG","0","1","ERIOG"
"3211","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","GILIA","0","1","GILIA"
"3212","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","HEVI4","0","1","HEVI4"
"3213","R035XY146UT","REFERENCE",1.2,"UTAH JUNIPER SHRUBLAND WITH PERENNIAL GRASSES","FORB","MACA2","0","1","MACA2"
"3214","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","BRTE","2","30","BRTE"
"3215","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PLJA","16","30","PLJA"
"3216","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ACHY","6","16","ACHY"
"3217","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ACSP12","0","30","ACSP12"
"3218","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","HECOC8","0","20","HECOC8"
"3219","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ARPU9","0","16","ARPU9"
"3220","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","AG","0","10","2GA"
"3221","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PG","0","10","2GP"
"3222","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","VUOC","0","10","VUOC"
"3223","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","POSE","0","4","POSE"
"3224","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","BOCU","0","2","BOCU"
"3225","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","DAPU7","0","1","DAPU7"
"3226","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","SPCR","0","1","SPCR"
"3227","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ATCO","30","96","ATCO"
"3228","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","RHUS","20","30","RHUS"
"3229","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ATRIP","0","16","ATRIP"
"3230","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","EPTO","0","16","EPTO"
"3231","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","GUSA2","5","16","GUSA2"
"3232","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ERCO14","0","8","ERCO14"
"3233","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ARBI3","0","6","ARBI3"
"3234","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","EPVI","0","5","EPVI"
"3235","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","BRICK","0","4","BRICK"
"3236","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","ERNA10","0","1","ERNA10"
"3237","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","OPPO","0","1","OPPO"
"3238","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","SCWH","0","1","SCWH"
"3239","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","SHRUB","YUAN2","0","1","YUAN2"
"3240","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","XYLOR","0","40","XYLOR"
"3241","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","ERCL2","0","30","ERCL2"
"3242","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","AF","0","10","2FA"
"3243","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","PF","0","10","2FP"
"3244","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","ERIN4","0","8","ERIN4"
"3245","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","STPI","0","7","STPI"
"3246","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","MENTZ","0","3","MENTZ"
"3247","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","CHFE3","0","3","CHFE3"
"3248","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","CRYPT","0","2","CRYPT"
"3249","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","DESCU","0","2","DESCU"
"3250","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","GILIA","0","1","GILIA"
"3251","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","HEVI4","0","1","HEVI4"
"3252","R035XY146UT","REFERENCE",2.1,"TWONEEDLE PINYON, UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","FORB","MACA2","0","1","MACA2"
"3253","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","BRTE","2","10","BRTE"
"3254","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PLJA","0","8","PLJA"
"3255","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","ACHY","0","3","ACHY"
"3256","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","AG","0","5","2GA"
"3257","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","PG","0","5","2GP"
"3258","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","HECOC8","0","4","HECOC8"
"3259","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","POSE","0","4","POSE"
"3260","R035XY146UT","REFERENCE",2.2,"UTAH JUNIPER SHRUBLAND WITH INVASIVE SPECIES","GRASS","DAPU7","0","3","DAPU7"
